2025-05-19 19:27:51.855 [info] Experiment 'pythonRecommendTensorboardExt' is active
2025-05-19 19:27:51.855 [info] Experiment 'pythonTerminalEnvVarActivation' is active
2025-05-19 19:27:51.855 [warning] Dir "/home/eduardo/escoladanuvem/.pixi/envs" is not watchable (directory does not exist)
2025-05-19 21:25:49.103 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:25:50.622 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:25:52.668 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:25:53.862 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:25:58.881 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:01.406 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:06.891 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:15.732 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:18.286 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:19.596 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:21.253 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:24.144 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:37.554 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:41.222 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:43.991 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:51.262 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:53.745 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:26:58.152 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:27:02.604 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:27:06.041 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:27:07.066 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:27:10.056 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:33:45.843 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:33:49.992 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:33:51.285 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:33:52.367 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:33:57.160 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:33:59.599 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:02.208 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:05.140 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:09.077 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:16.625 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:18.326 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:24.821 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:27.162 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:29.537 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:31.457 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:33.552 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
2025-05-19 21:34:39.890 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplo.py
